Latitud,longitud,IDdepartamento,NOMBDEP,IDPROV,NOMBPROV,IDdistrito,NOMBDIST,POBLACION,FECHA,DAT_POB,PESO
-7.453029079,-78.51686524,06,CAJAMARCA,0601,CAJAMARCA,060104,COSPAN,7350,2020,INEI,73.5
-9.46782596,-77.2361654,02,ANCASH,0210,HUARI,021008,HUANTAR,2873,2020,INEI,28.73
-9.331620179,-77.09253737,02,ANCASH,0210,HUARI,021009,MASIN,1486,2020,INEI,14.86
-9.355630666,-77.06271083,02,ANCASH,0210,HUARI,021012,RAHUAPAMPA,743,2020,INEI,7.43
-9.628151769,-77.09189664,02,ANCASH,0210,HUARI,021014,SAN MARCOS,19037,2020,INEI,190.37
-9.985848407,-77.69227248,02,ANCASH,0211,HUARMEY,021102,COCHAPETI,824,2020,INEI,8.24
-9.148707386,-77.81872213,02,ANCASH,0212,HUAYLAS,021207,PUEBLO LIBRE,7109,2020,INEI,71.09
-9.139328435,-77.00743961,02,ANCASH,0203,ANTONIO RAYMONDI,020304,CHINGAS,1990,2020,INEI,19.9
-9.96578785,-77.13096598,02,ANCASH,0205,BOLOGNESI,020504,AQUIA,2280,2020,INEI,22.8
-9.917183021,-76.94381414,02,ANCASH,0205,BOLOGNESI,020508,HUALLANCA,7027,2020,INEI,70.27
-9.290033606,-77.61000982,02,ANCASH,0206,CARHUAZ,020602,ACOPAMPA,2789,2020,INEI,27.89
-9.636772487,-77.71788433,02,ANCASH,0201,HUARAZ,020107,LA LIBERTAD,1149,2020,INEI,11.49
-9.807592996,-77.79614707,02,ANCASH,0202,AIJA,020202,CORIS,1758,2020,INEI,17.58
-9.786084205,-77.67874421,02,ANCASH,0202,AIJA,020203,HUACLLAN,374,2020,INEI,3.74
-12.07092353,-75.28606836,12,JUNIN,1209,CHUPACA,120901,CHUPACA,22101,2020,INEI,221.01
-12.03558917,-75.34265264,12,JUNIN,1209,CHUPACA,120904,HUACHAC,3257,2020,INEI,32.57
-11.84560374,-75.24866768,12,JUNIN,1201,HUANCAYO,120127,QUICHUAY,1981,2020,INEI,19.81
-11.82061641,-75.54060165,12,JUNIN,1204,JAUJA,120425,PARCO,1219,2020,INEI,12.19
-11.9149666,-75.80000614,12,JUNIN,1204,JAUJA,120405,CANCHAYLLO,1757,2020,INEI,17.57
-11.7656306,-75.61871906,12,JUNIN,1204,JAUJA,120411,JANJAILLO,581,2020,INEI,5.81
-11.77496388,-75.36466197,12,JUNIN,1204,JAUJA,120417,MASMA CHICCHE,769,2020,INEI,7.69
-11.7684415,-75.66916024,12,JUNIN,1204,JAUJA,120406,CURICACA,1543,2020,INEI,15.43
-11.72462318,-75.8212407,12,JUNIN,1208,YAULI,120802,CHACAPALPA,711,2020,INEI,7.11
-11.70962175,-76.09813865,12,JUNIN,1208,YAULI,120810,YAULI,5823,2020,INEI,58.23
-11.55760365,-75.98645408,12,JUNIN,1208,YAULI,120808,SANTA ROSA DE SACCO,9374,2020,INEI,93.74
-11.45555348,-75.75877668,12,JUNIN,1207,TARMA,120701,TARMA,52153,2020,INEI,521.53
-11.4401201,-75.99227329,12,JUNIN,1208,YAULI,120806,PACCHA,1724,2020,INEI,17.24
-11.36098861,-75.82263199,12,JUNIN,1207,TARMA,120705,LA UNION,3792,2020,INEI,37.92
-11.34913451,-75.65683102,12,JUNIN,1207,TARMA,120702,ACOBAMBA,10385,2020,INEI,103.85
-11.31713999,-75.50516259,12,JUNIN,1207,TARMA,120706,PALCA,6166,2020,INEI,61.66
-11.17959966,-74.61185334,12,JUNIN,1206,SATIPO,120601,SATIPO,42549,2020,INEI,425.49
-11.10317202,-74.69096781,12,JUNIN,1206,SATIPO,120607,RIO NEGRO,33656,2020,INEI,336.56
-11.26501842,-75.23660295,12,JUNIN,1203,CHANCHAMAYO,120306,VITOC,1910,2020,INEI,19.1
-11.15680082,-75.40508936,12,JUNIN,1203,CHANCHAMAYO,120305,SAN RAMON,29494,2020,INEI,294.94
-11.09141657,-76.1819948,12,JUNIN,1205,JUNIN,120503,ONDORES,1288,2020,INEI,12.88
-12.86956875,-76.34527691,15,LIMA,1505,CAÑETE,150512,QUILMANA,17138,2020,INEI,171.38
-11.38708314,-77.17110498,15,LIMA,1506,HUARAL,150601,HUARAL,111809,2020,INEI,1118.09
-11.50113072,-77.29183287,15,LIMA,1506,HUARAL,150605,CHANCAY,64072,2020,INEI,640.72
-11.3943984,-76.85542526,15,LIMA,1506,HUARAL,150611,SUMBILCA,888,2020,INEI,8.88
-12.0615574,-76.58912179,15,LIMA,1507,HUAROCHIRI,150702,ANTIOQUIA,1424,2020,INEI,14.24
-11.81370606,-76.57530353,15,LIMA,1507,HUAROCHIRI,150703,CALLAHUANCA,923,2020,INEI,9.23
-12.06945763,-76.27257383,15,LIMA,1507,HUAROCHIRI,150709,HUAROCHIRI,1515,2020,INEI,15.15
-11.80742265,-76.97295461,15,LIMA,1501,LIMA,150106,CARABAYLLO,360561,2020,INEI,3605.61
-12.46623572,-76.77598778,15,LIMA,1501,LIMA,150124,PUCUSANA,15507,2020,INEI,155.07
-12.30362425,-76.70943138,15,LIMA,1501,LIMA,150127,PUNTA NEGRA,7836,2020,INEI,78.36
-13.96154962,-73.99455613,05,AYACUCHO,0510,VICTOR FAJARDO,051005,CANARIA,4075,2020,INEI,40.75
-14.95198088,-73.36302834,05,AYACUCHO,0507,PARINACOCHAS,050704,PACAPAUSA,638,2020,INEI,6.38
-14.95588391,-74.37448488,05,AYACUCHO,0506,LUCANAS,050614,SAISA,848,2020,INEI,8.48
-14.79178324,-74.25435764,05,AYACUCHO,0506,LUCANAS,050615,SAN CRISTOBAL,1880,2020,INEI,18.8
-14.65399177,-74.18640315,05,AYACUCHO,0506,LUCANAS,050616,SAN JUAN,1028,2020,INEI,10.28
-14.4921395,-74.66021074,05,AYACUCHO,0506,LUCANAS,050613,OTOCA,2083,2020,INEI,20.83
-14.24978922,-74.94054703,05,AYACUCHO,0506,LUCANAS,050610,LLAUTA,906,2020,INEI,9.06
-14.28350286,-73.58958282,05,AYACUCHO,0509,SUCRE,050908,SAN PEDRO DE LARCAY,821,2020,INEI,8.21
-14.21412834,-73.86466803,05,AYACUCHO,0509,SUCRE,050905,HUACAÑA,363,2020,INEI,3.63
-14.15475913,-73.83445945,05,AYACUCHO,0509,SUCRE,050906,MORCOLLA,1272,2020,INEI,12.72
-13.99481661,-73.80482787,05,AYACUCHO,0509,SUCRE,050901,QUEROBAMBA,2620,2020,INEI,26.2
-14.01259104,-73.66659058,05,AYACUCHO,0509,SUCRE,050907,PAICO,539,2020,INEI,5.39
-13.89123797,-73.72176036,05,AYACUCHO,0509,SUCRE,050904,CHILCAYOC,488,2020,INEI,4.88
-13.87565658,-73.85847078,05,AYACUCHO,0511,VILCAS HUAMAN,051106,INDEPENDENCIA,1172,2020,INEI,11.72
-13.79284605,-73.98867875,05,AYACUCHO,0510,VICTOR FAJARDO,051006,CAYARA,1117,2020,INEI,11.17
-13.69028487,-74.40984006,05,AYACUCHO,0510,VICTOR FAJARDO,051011,SARHUA,2701,2020,INEI,27.01
-13.97482586,-71.76914408,08,CUSCO,0810,PARURO,081008,PILLPINTO,1052,2020,INEI,10.52
-13.65091765,-71.91259039,08,CUSCO,0810,PARURO,081009,YAURISQUE,2099,2020,INEI,20.99
-13.98849372,-71.86264667,08,CUSCO,0810,PARURO,081002,ACCHA,3308,2020,INEI,33.08
-14.27377937,-71.44204383,08,CUSCO,0805,CANAS,080501,YANAOCA,9558,2020,INEI,95.58
-13.88597476,-71.43791715,08,CUSCO,0812,QUISPICANCHI,081206,CUSIPATA,4821,2020,INEI,48.21
-14.15176207,-71.0876044,08,CUSCO,0806,CANCHIS,080606,SAN PABLO,4632,2020,INEI,46.32
-14.15874098,-71.39229802,08,CUSCO,0806,CANCHIS,080608,TINTA,5607,2020,INEI,56.07
-15.08789735,-71.1389931,08,CUSCO,0808,ESPINAR,080804,OCORURO,1121,2020,INEI,11.21
-13.97355912,-75.23443482,09,HUANCAVELICA,0906,HUAYTARA,090612,SAN ISIDRO,1036,2020,INEI,10.36
-14.02329338,-75.03480771,09,HUANCAVELICA,0906,HUAYTARA,090606,OCOYO,844,2020,INEI,8.44
-13.88286554,-74.88272399,09,HUANCAVELICA,0906,HUAYTARA,090608,QUERCO,999,2020,INEI,9.99
-13.71458606,-75.36826048,09,HUANCAVELICA,0906,HUAYTARA,090602,AYAVI,745,2020,INEI,7.45
-14.34570374,-75.14757056,11,ICA,1104,PALPA,110403,RIO GRANDE,3103,2020,INEI,31.03
-13.70180973,-76.19177906,11,ICA,1105,PISCO,110501,PISCO,78189,2020,INEI,781.89
-14.47119624,-75.25769898,11,ICA,1104,PALPA,110404,SANTA CRUZ,1118,2020,INEI,11.18
-14.16041081,-75.65166225,11,ICA,1101,ICA,110105,PACHACUTEC,8254,2020,INEI,82.54
-13.30429853,-74.02095628,05,AYACUCHO,0501,HUAMANGA,050102,ACOCRO,8413,2020,INEI,84.13
-13.1902248,-74.14217035,05,AYACUCHO,0501,HUAMANGA,050113,TAMBILLO,5723,2020,INEI,57.23
-13.07471637,-74.36417851,05,AYACUCHO,0501,HUAMANGA,050111,SANTIAGO DE PISCHA,1478,2020,INEI,14.78
-13.3696553,-72.27670568,08,CUSCO,0803,ANTA,080305,HUAROCONDO,4968,2020,INEI,49.68
-13.48790867,-72.15997674,08,CUSCO,0803,ANTA,080301,ANTA,24203,2020,INEI,242.03
-13.32206092,-71.88108824,08,CUSCO,0804,CALCA,080403,LAMAY,6003,2020,INEI,60.03
-13.33700255,-72.16218549,08,CUSCO,0813,URUBAMBA,081305,MARAS,6818,2020,INEI,68.18
-13.55739601,-71.8674559,08,CUSCO,0801,CUSCO,080104,SAN JERONIMO,63604,2020,INEI,636.04
-13.13928181,-71.76931073,08,CUSCO,0811,PAUCARTAMBO,081103,CHALLABAMBA,9836,2020,INEI,98.36
-12.3681386,-73.81034846,08,CUSCO,0809,LA CONVENCION,080910,PICHARI,26618,2020,INEI,266.18
-12.87681055,-72.74337295,08,CUSCO,0809,LA CONVENCION,080901,SANTA ANA,31667,2020,INEI,316.67
-11.7511334,-72.85891535,08,CUSCO,0809,LA CONVENCION,080914,MEGANTONI,8086,2020,INEI,80.86
-13.05095322,-72.4732856,08,CUSCO,0809,LA CONVENCION,080903,HUAYOPATA,5670,2020,INEI,56.7
-12.91632127,-72.36204428,08,CUSCO,0809,LA CONVENCION,080905,OCOBAMBA,5071,2020,INEI,50.71
-13.05354236,-73.05119471,08,CUSCO,0809,LA CONVENCION,080909,VILCABAMBA,11227,2020,INEI,112.27
-13.20147139,-72.50015892,08,CUSCO,0813,URUBAMBA,081304,MACHUPICCHU,5915,2020,INEI,59.15
-13.04505464,-71.46351662,08,CUSCO,0811,PAUCARTAMBO,081106,KOSÑIPATA,5066,2020,INEI,50.66
-13.24494359,-72.1312676,08,CUSCO,0813,URUBAMBA,081301,URUBAMBA,23176,2020,INEI,231.76
-13.46162537,-72.32222968,08,CUSCO,0803,ANTA,080302,ANCAHUASI,7772,2020,INEI,77.72
-13.46350109,-72.05538733,08,CUSCO,0803,ANTA,080303,CACHIMAYO,2654,2020,INEI,26.54
-13.3062983,-74.45643722,05,AYACUCHO,0501,HUAMANGA,050114,VINCHOS,15300,2020,INEI,153
-13.34632723,-73.39260947,05,AYACUCHO,0505,LA MAR,050511,ORONCCOY,1155,2020,INEI,11.55
-13.16861001,-73.86603934,05,AYACUCHO,0505,LA MAR,050504,CHILCAS,1731,2020,INEI,17.31
-13.13456238,-74.25208816,05,AYACUCHO,0501,HUAMANGA,050101,AYACUCHO,106913,2020,INEI,1069.13
-13.12188979,-74.20856388,05,AYACUCHO,0501,HUAMANGA,050115,JESUS NAZARENO,20336,2020,INEI,203.36
-13.12511218,-74.32642058,05,AYACUCHO,0501,HUAMANGA,050109,SAN JOSE DE TICLLAS,1483,2020,INEI,14.83
-13.06471223,-73.64334854,05,AYACUCHO,0505,LA MAR,050502,ANCO,8778,2020,INEI,87.78
-12.99265472,-74.1589467,05,AYACUCHO,0504,HUANTA,050403,HUAMANGUILLA,4382,2020,INEI,43.82
-12.98308288,-74.21823494,05,AYACUCHO,0504,HUANTA,050404,IGUAIN,2872,2020,INEI,28.72
-13.40303464,-71.65422693,08,CUSCO,0811,PAUCARTAMBO,081104,COLQUEPATA,9351,2020,INEI,93.51
-13.48821465,-71.77420288,08,CUSCO,0804,CALCA,080406,SAN SALVADOR,6135,2020,INEI,61.35
-13.68767485,-71.26896132,08,CUSCO,0812,QUISPICANCHI,081210,OCONGATE,18106,2020,INEI,181.06
-13.57409035,-71.7886512,08,CUSCO,0812,QUISPICANCHI,081211,OROPESA,10668,2020,INEI,106.68
-13.41806436,-75.40974361,09,HUANCAVELICA,0904,CASTROVIRREYNA,090413,TICRAPO,1478,2020,INEI,14.78
-13.29188754,-75.43199343,09,HUANCAVELICA,0904,CASTROVIRREYNA,090409,MOLLEPAMPA,1158,2020,INEI,11.58
-13.11048477,-75.51114858,09,HUANCAVELICA,0904,CASTROVIRREYNA,090402,ARMA,909,2020,INEI,9.09
-13.12655949,-75.62136142,09,HUANCAVELICA,0904,CASTROVIRREYNA,090412,TANTARA,629,2020,INEI,6.29
-12.95667182,-75.44279534,09,HUANCAVELICA,0904,CASTROVIRREYNA,090403,AURAHUA,1550,2020,INEI,15.5
-13.08816317,-75.13118049,09,HUANCAVELICA,0904,CASTROVIRREYNA,090411,SANTA ANA,921,2020,INEI,9.21
-13.10373233,-74.73754655,09,HUANCAVELICA,0903,ANGARAES,090301,LIRCAY,25115,2020,INEI,251.15
-12.93505737,-74.805184,09,HUANCAVELICA,0903,ANGARAES,090304,CCOCHACCASA,3251,2020,INEI,32.51
-12.88732403,-74.70603859,09,HUANCAVELICA,0903,ANGARAES,090302,ANCHONGA,7687,2020,INEI,76.87
-12.87287923,-74.47342049,09,HUANCAVELICA,0902,ACOBAMBA,090204,CAJA,1846,2020,INEI,18.46
-12.96479976,-74.62646493,09,HUANCAVELICA,0903,ANGARAES,090307,HUANCA-HUANCA,1393,2020,INEI,13.93
-12.98476787,-74.34319045,09,HUANCAVELICA,0903,ANGARAES,090305,CHINCHO,919,2020,INEI,9.19
-12.81728126,-74.66384792,09,HUANCAVELICA,0902,ACOBAMBA,090203,ANTA,4930,2020,INEI,49.3
-12.32918683,-75.09110537,09,HUANCAVELICA,0907,TAYACAJA,090710,ÑAHUIMPUQUIO,1495,2020,INEI,14.95
-12.24978052,-74.76720263,09,HUANCAVELICA,0907,TAYACAJA,090713,QUISHUAR,713,2020,INEI,7.13
-12.19490663,-74.78322004,09,HUANCAVELICA,0907,TAYACAJA,090714,SALCABAMBA,3967,2020,INEI,39.67
-12.10650716,-74.75144066,09,HUANCAVELICA,0907,TAYACAJA,090715,SALCAHUASI,2675,2020,INEI,26.75
-12.71049794,-74.38487676,09,HUANCAVELICA,0905,CHURCAMPA,090501,CHURCAMPA,5304,2020,INEI,53.04
-12.46782632,-74.72739328,09,HUANCAVELICA,0907,TAYACAJA,090719,QUICHUAS,4260,2020,INEI,42.6
-12.64353316,-74.56305347,09,HUANCAVELICA,0905,CHURCAMPA,090502,ANCO,5873,2020,INEI,58.73
-13.55519135,-75.61591071,11,ICA,1105,PISCO,110502,HUANCANO,1607,2020,INEI,16.07
-12.11051721,-75.20409806,12,JUNIN,1201,HUANCAYO,120119,HUANCAN,26850,2020,INEI,268.5
-11.99332321,-75.07127997,12,JUNIN,1201,HUANCAYO,120101,HUANCAYO,125525,2020,INEI,1255.25
-11.91246164,-75.31351516,12,JUNIN,1202,CONCEPCION,120201,CONCEPCION,16695,2020,INEI,166.95
-11.85373644,-75.22295627,12,JUNIN,1201,HUANCAYO,120122,INGENIO,2552,2020,INEI,25.52
-11.8898987,-75.31462717,12,JUNIN,1202,CONCEPCION,120212,NUEVE DE JULIO,2429,2020,INEI,24.29
-12.01905766,-75.287509,12,JUNIN,1201,HUANCAYO,120134,SICAYA,18371,2020,INEI,183.71
-11.96797554,-75.24412038,12,JUNIN,1201,HUANCAYO,120117,HUALHUAS,5657,2020,INEI,56.57
-11.95533655,-75.39707968,12,JUNIN,1202,CONCEPCION,120202,ACO,1725,2020,INEI,17.25
-12.37122381,-75.28608902,12,JUNIN,1201,HUANCAYO,120120,HUASICANCHA,865,2020,INEI,8.65
-12.48565779,-75.43725244,12,JUNIN,1201,HUANCAYO,120108,CHONGOS ALTO,1573,2020,INEI,15.73
-12.2517931,-75.15470286,12,JUNIN,1201,HUANCAYO,120113,CULLHUAS,1454,2020,INEI,14.54
-12.18669986,-75.20935092,12,JUNIN,1201,HUANCAYO,120116,HUACRAPUQUIO,1429,2020,INEI,14.29
-12.20982895,-75.24113228,12,JUNIN,1201,HUANCAYO,120111,CHUPURO,2140,2020,INEI,21.4
-9.027582498,-78.61845191,02,ANCASH,0218,SANTA,021803,COISHCO,17266,2020,INEI,172.66
-5.9167249,-78.60770745,01,AMAZONAS,0107,UTCUBAMBA,010703,CUMBA,9068,2020,INEI,90.68
-4.84542432,-77.93037318,01,AMAZONAS,0104,CONDORCANQUI,010401,NIEVA,22172,2020,INEI,221.72
-6.807726336,-77.94916585,01,AMAZONAS,0101,CHACHAPOYAS,010103,BALSAS,1243,2020,INEI,12.43
-6.808897245,-77.79870703,01,AMAZONAS,0101,CHACHAPOYAS,010110,LEIMEBAMBA,3913,2020,INEI,39.13
-6.578903151,-77.77000231,01,AMAZONAS,0101,CHACHAPOYAS,010113,MARISCAL CASTILLA,1469,2020,INEI,14.69
-6.628106222,-77.71837791,01,AMAZONAS,0101,CHACHAPOYAS,010115,MONTEVIDEO,497,2020,INEI,4.97
-6.553079363,-77.57603116,01,AMAZONAS,0106,RODRIGUEZ DE MENDOZA,010605,LIMABAMBA,2528,2020,INEI,25.28
-6.435571363,-77.53056435,01,AMAZONAS,0106,RODRIGUEZ DE MENDOZA,010604,HUAMBO,2731,2020,INEI,27.31
-6.420566007,-77.82381736,01,AMAZONAS,0101,CHACHAPOYAS,010112,MAGDALENA,894,2020,INEI,8.94
-6.40730433,-78.0048091,01,AMAZONAS,0105,LUYA,010507,LONGUITA,904,2020,INEI,9.04
-6.372806139,-77.43895777,01,AMAZONAS,0106,RODRIGUEZ DE MENDOZA,010601,SAN NICOLAS,6275,2020,INEI,62.75
-6.491350711,-77.46715681,01,AMAZONAS,0106,RODRIGUEZ DE MENDOZA,010611,TOTORA,273,2020,INEI,2.73
-6.310031521,-78.01063894,01,AMAZONAS,0105,LUYA,010504,COLCAMAR,2030,2020,INEI,20.3
-6.307571485,-78.29184788,01,AMAZONAS,0105,LUYA,010515,PROVIDENCIA,1429,2020,INEI,14.29
-6.309114251,-77.7463538,01,AMAZONAS,0101,CHACHAPOYAS,010120,SOLOCO,1287,2020,INEI,12.87
-6.297969692,-77.67716636,01,AMAZONAS,0101,CHACHAPOYAS,010104,CHETO,654,2020,INEI,6.54
-6.175973981,-77.79640453,01,AMAZONAS,0101,CHACHAPOYAS,010121,SONCHE,250,2020,INEI,2.5
-6.156145011,-77.87497918,01,AMAZONAS,0101,CHACHAPOYAS,010108,HUANCAS,1330,2020,INEI,13.3
-6.126534798,-78.19119414,01,AMAZONAS,0105,LUYA,010505,CONILA,1974,2020,INEI,19.74
-6.108160943,-77.68549065,01,AMAZONAS,0101,CHACHAPOYAS,010117,QUINJALCA,805,2020,INEI,8.05
-6.080633898,-77.86917134,01,AMAZONAS,0103,BONGARA,010311,VALERA,897,2020,INEI,8.97
-10.70116949,-76.24658873,19,PASCO,1901,PASCO,190101,CHAUPIMARCA,27301,2020,INEI,273.01
-10.55271199,-76.22831521,19,PASCO,1901,PASCO,190108,SAN FRANCISCO DE ASIS DE YARUSYACAN,4770,2020,INEI,47.7
-10.47957389,-76.39254638,19,PASCO,1902,DANIEL ALCIDES CARRION,190202,CHACAYAN,2158,2020,INEI,21.58
-10.34087112,-76.41727997,19,PASCO,1902,DANIEL ALCIDES CARRION,190204,PAUCAR,1882,2020,INEI,18.82
-8.358375504,-76.39773782,22,SAN MARTIN,2210,TOCACHE,221005,UCHIZA,22287,2020,INEI,222.87
-8.277416362,-76.54623631,22,SAN MARTIN,2210,TOCACHE,221001,TOCACHE,31167,2020,INEI,311.67
-7.65207121,-76.80913945,22,SAN MARTIN,2206,MARISCAL CACERES,220602,CAMPANILLA,15431,2020,INEI,154.31
-7.294328599,-76.56867205,22,SAN MARTIN,2202,BELLAVISTA,220204,HUALLAGA,2860,2020,INEI,28.6
-7.064446651,-76.65650846,22,SAN MARTIN,2204,HUALLAGA,220406,TINGO DE SAPOSOA,831,2020,INEI,8.31
-7.02649385,-76.49566931,22,SAN MARTIN,2202,BELLAVISTA,220206,SAN RAFAEL,6413,2020,INEI,64.13
-6.99155538,-76.70581379,22,SAN MARTIN,2204,HUALLAGA,220403,EL ESLABON,2234,2020,INEI,22.34
-6.978509201,-76.42885228,22,SAN MARTIN,2207,PICOTA,220706,SAN CRISTOBAL,1258,2020,INEI,12.58
-7.22679216,-77.96818357,06,CAJAMARCA,0610,SAN MARCOS,061007,JOSE SABOGAL,13441,2020,INEI,134.41
-7.298309553,-78.36664692,06,CAJAMARCA,0601,CAJAMARCA,060106,JESUS,16381,2020,INEI,163.81
-13.98959012,-73.55096819,03,APURIMAC,0302,ANDAHUAYLAS,030206,HUAYANA,771,2020,INEI,7.71
-14.41936817,-73.09450348,03,APURIMAC,0304,AYMARAES,030403,CARAYBAMBA,940,2020,INEI,9.4
-14.32297232,-72.98015812,03,APURIMAC,0303,ANTABAMBA,030307,SABAINO,1094,2020,INEI,10.94
-14.29105552,-72.67733564,03,APURIMAC,0307,GRAU,030713,VIRUNDO,674,2020,INEI,6.74
-14.29425532,-73.22928361,03,APURIMAC,0304,AYMARAES,030401,CHALHUANCA,5157,2020,INEI,51.57
-14.23132526,-73.1598036,03,APURIMAC,0304,AYMARAES,030417,YANACA,954,2020,INEI,9.54
-14.17564979,-72.60624246,03,APURIMAC,0307,GRAU,030709,SAN ANTONIO,266,2020,INEI,2.66
-14.22605947,-72.75773875,03,APURIMAC,0307,GRAU,030707,PATAYPAMPA,805,2020,INEI,8.05
-14.33256634,-73.35826533,03,APURIMAC,0304,AYMARAES,030412,SAÑAYCA,1107,2020,INEI,11.07
-14.12595725,-72.66044368,03,APURIMAC,0307,GRAU,030710,SANTA ROSA,533,2020,INEI,5.33
-14.29604284,-73.47852552,03,APURIMAC,0302,ANDAHUAYLAS,030210,PAMPACHIRI,2323,2020,INEI,23.23
-14.11737184,-72.77462629,03,APURIMAC,0307,GRAU,030701,CHUQUIBAMBILLA,5328,2020,INEI,53.28
-14.07864626,-72.63623394,03,APURIMAC,0307,GRAU,030712,VILCABAMBA,1319,2020,INEI,13.19
-14.13993137,-72.57469974,03,APURIMAC,0307,GRAU,030706,MICAELA BASTIDAS,943,2020,INEI,9.43
-14.0962805,-73.49209823,03,APURIMAC,0302,ANDAHUAYLAS,030211,POMACOCHA,879,2020,INEI,8.79
-14.09793753,-73.24403296,03,APURIMAC,0304,AYMARAES,030407,HUAYLLO,441,2020,INEI,4.41
-13.99742639,-72.99128875,03,APURIMAC,0301,ABANCAY,030102,CHACOCHE,1393,2020,INEI,13.93
-13.78478771,-73.03173181,03,APURIMAC,0301,ABANCAY,030107,PICHIRHUA,2828,2020,INEI,28.28
-6.939516151,-78.06949321,06,CAJAMARCA,0603,CELENDIN,060305,JORGE CHAVEZ,441,2020,INEI,4.41
-7.256342984,-78.82166438,06,CAJAMARCA,0605,CONTUMAZA,060502,CHILETE,2795,2020,INEI,27.95
-7.327662421,-78.86339843,06,CAJAMARCA,0605,CONTUMAZA,060506,SANTA CRUZ DE TOLED,1063,2020,INEI,10.63
-7.275311595,-78.94985202,06,CAJAMARCA,0605,CONTUMAZA,060507,TANTARICA,2586,2020,INEI,25.86
-6.975911655,-79.16248726,06,CAJAMARCA,0611,SAN MIGUEL,061102,BOLIVAR,1299,2020,INEI,12.99
-6.891372006,-78.74870377,06,CAJAMARCA,0611,SAN MIGUEL,061107,LLAPA,4691,2020,INEI,46.91
-7.008517734,-79.24777479,06,CAJAMARCA,0611,SAN MIGUEL,061108,NANCHOC,1337,2020,INEI,13.37
-7.086012132,-78.78578435,06,CAJAMARCA,0612,SAN PABLO,061201,SAN PABLO,13446,2020,INEI,134.46
-6.987538558,-78.67620481,06,CAJAMARCA,0612,SAN PABLO,061204,TUMBADEN,3702,2020,INEI,37.02
-8.112585691,-79.02385909,13,LA LIBERTAD,1301,TRUJILLO,130101,TRUJILLO,354838,2020,INEI,3548.38
-8.001046303,-79.0585453,13,LA LIBERTAD,1301,TRUJILLO,130104,HUANCHACO,79889,2020,INEI,798.89
-8.253592934,-78.89940378,13,LA LIBERTAD,1301,TRUJILLO,130109,SALAVERRY,21464,2020,INEI,214.64
-7.918369575,-78.82708513,13,LA LIBERTAD,1301,TRUJILLO,130110,SIMBAL,4659,2020,INEI,46.59
-7.660898805,-79.08206819,13,LA LIBERTAD,1302,ASCOPE,130201,ASCOPE,7308,2020,INEI,73.08
-7.804977007,-79.00822354,13,LA LIBERTAD,1302,ASCOPE,130202,CHICAMA,16686,2020,INEI,166.86
-7.728737063,-79.30216647,13,LA LIBERTAD,1302,ASCOPE,130205,PAIJAN,28985,2020,INEI,289.85
-7.848727607,-78.58211044,13,LA LIBERTAD,1306,OTUZCO,130601,OTUZCO,27825,2020,INEI,278.25
-7.690454528,-78.45173825,13,LA LIBERTAD,1306,OTUZCO,130605,HUARANCHAL,4540,2020,INEI,45.4
-8.353303695,-78.73525526,13,LA LIBERTAD,1312,VIRU,131201,VIRU,58345,2020,INEI,583.45
-8.127965512,-77.98081149,13,LA LIBERTAD,1310,SANTIAGO DE CHUCO,131004,MOLLEBAMBA,1933,2020,INEI,19.33
-6.05696468,-78.09351578,01,AMAZONAS,0105,LUYA,010520,SANTA CATALINA,2110,2020,INEI,21.1
-6.207199405,-77.33422521,01,AMAZONAS,0106,RODRIGUEZ DE MENDOZA,010612,VISTA ALEGRE,3419,2020,INEI,34.19
-6.004593674,-78.04580688,01,AMAZONAS,0105,LUYA,010518,SAN JERONIMO,644,2020,INEI,6.44
-5.996388688,-77.8790594,01,AMAZONAS,0103,BONGARA,010309,SAN CARLOS,488,2020,INEI,4.88
-5.996132538,-77.74320405,01,AMAZONAS,0101,CHACHAPOYAS,010102,ASUNCION,265,2020,INEI,2.65
-5.88374675,-78.05208916,01,AMAZONAS,0103,BONGARA,010310,SHIPASBAMBA,1639,2020,INEI,16.39
-5.823604337,-77.9592018,01,AMAZONAS,0103,BONGARA,010306,FLORIDA,6520,2020,INEI,65.2
-5.817518774,-77.8107242,01,AMAZONAS,0103,BONGARA,010304,COROSHA,807,2020,INEI,8.07
-5.717310962,-78.61124594,01,AMAZONAS,0107,UTCUBAMBA,010704,EL MILAGRO,6561,2020,INEI,65.61
-5.622638264,-78.47396968,01,AMAZONAS,0102,BAGUA,010204,EL PARCO,1306,2020,INEI,13.06
-5.380431148,-78.44833738,01,AMAZONAS,0102,BAGUA,010202,ARAMANGO,10733,2020,INEI,107.33
-6.385333155,-74.72951131,16,LORETO,1605,REQUENA,160505,MAQUIA,8713,2020,INEI,87.13
-6.327026438,-73.7507104,16,LORETO,1605,REQUENA,160508,SOPLIN,685,2020,INEI,6.85
-3.782273098,-73.43263144,16,LORETO,1601,MAYNAS,160101,IQUITOS,168923,2020,INEI,1689.23
-4.279124515,-73.11481464,16,LORETO,1601,MAYNAS,160103,FERNANDO LORES,15519,2020,INEI,155.19
-4.274922117,-75.48466625,16,LORETO,1603,LORETO,160305,URARINAS,13671,2020,INEI,136.71
